season,year,month,day,hr,is_holiday,is_workingday,weather_condition,temp,humidity,windspeed,count
Spring,2012,March,6,6,No,Workingday,Clear,7.38,51.0,7.0015,102
Spring,2012,March,6,7,No,Workingday,Clear,6.5600000000000005,55.00000000000001,8.9981,275
Spring,2012,March,6,8,No,Workingday,Clear,6.5600000000000005,59.0,7.0015,501
Spring,2012,March,6,9,No,Workingday,Clear,9.02,47.0,0.0,233
Spring,2012,March,6,10,No,Workingday,Clear,9.84,44.0,0.0,129
Spring,2012,March,6,11,No,Workingday,Clear,10.66,41.0,11.0014,130
Spring,2012,March,6,12,No,Workingday,Clear,10.66,41.0,7.0015,138
Spring,2012,March,6,13,No,Workingday,Clear,12.299999999999999,39.0,8.9981,164
Spring,2012,March,6,14,No,Workingday,Clear,13.120000000000001,36.0,15.001299999999999,136
Spring,2012,March,6,15,No,Workingday,Clear,13.940000000000001,36.0,19.999499999999998,166
Spring,2012,March,6,16,No,Workingday,Clear,14.76,32.0,19.0012,250
Spring,2012,March,6,17,No,Workingday,Clear,14.76,34.0,19.0012,446
Spring,2012,March,6,18,No,Workingday,Clear,13.940000000000001,42.0,22.0028,457
Spring,2012,March,6,19,No,Workingday,Clear,13.940000000000001,46.0,19.999499999999998,287
Spring,2012,March,6,20,No,Workingday,Clear,13.120000000000001,49.0,12.998,187
Spring,2012,March,6,21,No,Workingday,Clear,13.120000000000001,49.0,12.998,148
Spring,2012,March,6,22,No,Workingday,Clear,11.48,56.00000000000001,11.0014,106
Spring,2012,March,6,23,No,Workingday,Clear,11.48,61.0,15.001299999999999,54
Spring,2012,March,7,0,No,Workingday,Clear,11.48,65.0,19.0012,15
Spring,2012,March,7,1,No,Workingday,Clear,12.299999999999999,61.0,19.999499999999998,5
Spring,2012,March,7,2,No,Workingday,Clear,12.299999999999999,56.00000000000001,19.0012,4
Spring,2012,March,7,3,No,Workingday,Clear,12.299999999999999,56.00000000000001,23.9994,3
Spring,2012,March,7,4,No,Workingday,Clear,11.48,61.0,22.0028,3
Spring,2012,March,7,5,No,Workingday,Clear,11.48,56.00000000000001,19.999499999999998,18
Spring,2012,March,7,6,No,Workingday,Clear,11.48,61.0,26.0027,108
Spring,2012,March,7,7,No,Workingday,Clear,10.66,65.0,26.0027,344
Spring,2012,March,7,8,No,Workingday,Clear,11.48,61.0,19.999499999999998,566
Spring,2012,March,7,9,No,Workingday,Clear,12.299999999999999,61.0,22.0028,264
Spring,2012,March,7,10,No,Workingday,Clear,14.76,50.0,19.999499999999998,147
Spring,2012,March,7,11,No,Workingday,Clear,17.22,38.0,19.999499999999998,161
Spring,2012,March,7,12,No,Workingday,Clear,18.04,38.0,26.0027,215
Spring,2012,March,7,13,No,Workingday,Clear,20.5,34.0,27.999299999999998,205
Spring,2012,March,7,14,No,Workingday,Clear,21.32,36.0,22.0028,175
Spring,2012,March,7,15,No,Workingday,Clear,22.14,37.0,30.002599999999997,209
Spring,2012,March,7,16,No,Workingday,Clear,22.96,37.0,27.999299999999998,288
Spring,2012,March,7,17,No,Workingday,Clear,22.96,43.0,32.9975,612
Spring,2012,March,7,18,No,Workingday,Clear,22.96,40.0,31.0009,544
Spring,2012,March,7,19,No,Workingday,Clear,22.14,42.0,23.9994,361
Spring,2012,March,7,20,No,Workingday,Clear,20.5,51.0,16.997899999999998,260
Spring,2012,March,7,21,No,Workingday,Clear,18.04,62.0,16.997899999999998,188
Spring,2012,March,7,22,No,Workingday,Clear,18.86,59.0,19.999499999999998,159
Spring,2012,March,7,23,No,Workingday,Clear,18.04,62.0,22.0028,62
Spring,2012,March,8,0,No,Workingday,Clear,18.04,62.0,22.0028,46
Spring,2012,March,8,1,No,Workingday,Clear,18.86,63.0,22.0028,21
Spring,2012,March,8,2,No,Workingday,Clear,18.86,63.0,26.0027,11
Spring,2012,March,8,3,No,Workingday,Clear,18.86,63.0,26.0027,3
Spring,2012,March,8,4,No,Workingday,Clear,18.04,72.0,19.0012,2
Spring,2012,March,8,5,No,Workingday,Clear,17.22,77.0,15.001299999999999,29
Spring,2012,March,8,6,No,Workingday,Clear,17.22,77.0,16.997899999999998,109
Spring,2012,March,8,7,No,Workingday,Clear,17.22,77.0,23.9994,334
Spring,2012,March,8,8,No,Workingday,Clear,18.04,77.0,26.0027,585
Spring,2012,March,8,9,No,Workingday,Clear,18.86,72.0,31.0009,301
Spring,2012,March,8,10,No,Workingday,Clear,20.5,68.0,31.0009,138
Spring,2012,March,8,11,No,Workingday,Cloudy,22.14,60.0,31.0009,204
Spring,2012,March,8,12,No,Workingday,Cloudy,22.96,60.0,30.002599999999997,251
Spring,2012,March,8,13,No,Workingday,Cloudy,24.599999999999998,49.0,43.000600000000006,233
Spring,2012,March,8,14,No,Workingday,Cloudy,25.419999999999998,43.0,43.000600000000006,203
Spring,2012,March,8,15,No,Workingday,Clear,26.240000000000002,38.0,46.0022,185
Spring,2012,March,8,16,No,Workingday,Cloudy,25.419999999999998,41.0,43.000600000000006,342
Spring,2012,March,8,17,No,Workingday,Clear,25.419999999999998,38.0,43.9989,597
Spring,2012,March,8,18,No,Workingday,Cloudy,25.419999999999998,38.0,36.9974,590
Spring,2012,March,8,19,No,Workingday,Cloudy,24.599999999999998,40.0,30.002599999999997,416
Spring,2012,March,8,20,No,Workingday,Cloudy,24.599999999999998,43.0,26.0027,302
Spring,2012,March,8,21,No,Workingday,Clear,24.599999999999998,43.0,26.0027,233
Spring,2012,March,8,22,No,Workingday,Clear,22.96,49.0,22.0028,153
Spring,2012,March,8,23,No,Workingday,Cloudy,22.96,49.0,30.002599999999997,94
Spring,2012,March,9,0,No,Workingday,Cloudy,23.779999999999998,49.0,31.0009,54
Spring,2012,March,9,1,No,Workingday,Light Rain,22.96,52.0,32.9975,26
Spring,2012,March,9,2,No,Workingday,Light Rain,19.68,77.0,27.999299999999998,11
Spring,2012,March,9,3,No,Workingday,Clear,18.86,77.0,35.0008,7
Spring,2012,March,9,4,No,Workingday,Light Rain,16.400000000000002,66.0,19.0012,1
Spring,2012,March,9,5,No,Workingday,Light Rain,16.400000000000002,66.0,19.0012,29
Spring,2012,March,9,6,No,Workingday,Cloudy,16.400000000000002,50.0,23.9994,85
Spring,2012,March,9,7,No,Workingday,Cloudy,15.58,40.0,19.999499999999998,268
Spring,2012,March,9,8,No,Workingday,Cloudy,13.940000000000001,42.0,35.0008,501
Spring,2012,March,9,9,No,Workingday,Cloudy,13.940000000000001,42.0,35.0008,284
Spring,2012,March,9,10,No,Workingday,Cloudy,13.940000000000001,36.0,32.9975,159
Spring,2012,March,9,11,No,Workingday,Cloudy,14.76,34.0,23.9994,187
Spring,2012,March,9,12,No,Workingday,Clear,14.76,34.0,27.999299999999998,201
Spring,2012,March,9,13,No,Workingday,Cloudy,15.58,28.999999999999996,26.0027,224
Spring,2012,March,9,14,No,Workingday,Clear,17.22,28.000000000000004,31.0009,178
Spring,2012,March,9,15,No,Workingday,Clear,18.86,24.0,16.997899999999998,238
Spring,2012,March,9,16,No,Workingday,Clear,19.68,23.0,27.999299999999998,343
Spring,2012,March,9,17,No,Workingday,Clear,18.86,24.0,26.0027,566
Spring,2012,March,9,18,No,Workingday,Clear,18.04,26.0,35.0008,470
Spring,2012,March,9,19,No,Workingday,Clear,17.22,28.000000000000004,40.9973,244
Spring,2012,March,9,20,No,Workingday,Clear,15.58,32.0,23.9994,159
Spring,2012,March,9,21,No,Workingday,Clear,14.76,34.0,22.0028,141
Spring,2012,March,9,22,No,Workingday,Clear,13.940000000000001,31.0,32.9975,107
Spring,2012,March,9,23,No,Workingday,Clear,13.120000000000001,33.0,19.999499999999998,86
Spring,2012,March,10,0,No,Weekend,Clear,12.299999999999999,36.0,23.9994,77
Spring,2012,March,10,1,No,Weekend,Clear,12.299999999999999,36.0,16.997899999999998,51
Spring,2012,March,10,2,No,Weekend,Clear,10.66,41.0,16.997899999999998,42
Spring,2012,March,10,3,No,Weekend,Clear,10.66,41.0,19.999499999999998,16
Spring,2012,March,10,4,No,Weekend,Clear,9.84,41.0,23.9994,4
Spring,2012,March,10,5,No,Weekend,Clear,9.02,42.0,19.0012,10
Spring,2012,March,10,6,No,Weekend,Clear,9.02,44.0,19.0012,12
Spring,2012,March,10,7,No,Weekend,Clear,9.02,44.0,16.997899999999998,40
Spring,2012,March,10,8,No,Weekend,Clear,9.02,44.0,19.999499999999998,111
Spring,2012,March,10,9,No,Weekend,Clear,9.84,41.0,22.0028,148
Spring,2012,March,10,10,No,Weekend,Clear,10.66,35.0,27.999299999999998,223
Spring,2012,March,10,11,No,Weekend,Clear,12.299999999999999,33.0,22.0028,274
Spring,2012,March,10,12,No,Weekend,Clear,12.299999999999999,33.0,22.0028,329
Spring,2012,March,10,13,No,Weekend,Clear,13.120000000000001,28.999999999999996,19.0012,357
Spring,2012,March,10,14,No,Weekend,Clear,13.940000000000001,27.0,19.0012,379
Spring,2012,March,10,15,No,Weekend,Clear,13.940000000000001,25.0,0.0,406
Spring,2012,March,10,16,No,Weekend,Clear,14.76,23.0,0.0,390
Spring,2012,March,10,17,No,Weekend,Clear,14.76,23.0,0.0,354
Spring,2012,March,10,18,No,Weekend,Clear,14.76,21.0,6.0032,297
Spring,2012,March,10,19,No,Weekend,Clear,13.940000000000001,25.0,0.0,184
Spring,2012,March,10,20,No,Weekend,Clear,13.120000000000001,33.0,8.9981,121
Spring,2012,March,10,21,No,Weekend,Clear,12.299999999999999,39.0,15.001299999999999,110
Spring,2012,March,10,22,No,Weekend,Clear,10.66,44.0,11.0014,100
Spring,2012,March,10,23,No,Weekend,Clear,10.66,41.0,12.998,83
Spring,2012,March,11,0,No,Weekend,Clear,10.66,44.0,6.0032,69
Spring,2012,March,11,1,No,Weekend,Clear,9.84,52.0,11.0014,61
Spring,2012,March,11,3,No,Weekend,Clear,9.84,60.0,8.9981,66
Spring,2012,March,11,4,No,Weekend,Clear,9.84,60.0,8.9981,22
Spring,2012,March,11,5,No,Weekend,Clear,9.84,60.0,11.0014,7
Spring,2012,March,11,6,No,Weekend,Clear,9.84,70.0,11.0014,10
Spring,2012,March,11,7,No,Weekend,Clear,9.02,69.0,8.9981,17
Spring,2012,March,11,8,No,Weekend,Clear,9.02,69.0,8.9981,72
Spring,2012,March,11,9,No,Weekend,Clear,10.66,60.0,15.001299999999999,90
Spring,2012,March,11,10,No,Weekend,Clear,13.120000000000001,49.0,19.0012,218
Spring,2012,March,11,11,No,Weekend,Clear,14.76,43.0,19.0012,299
Spring,2012,March,11,12,No,Weekend,Clear,16.400000000000002,37.0,19.999499999999998,410
Spring,2012,March,11,13,No,Weekend,Clear,17.22,41.0,19.999499999999998,464
Spring,2012,March,11,14,No,Weekend,Clear,18.86,31.0,19.0012,501
Spring,2012,March,11,15,No,Weekend,Clear,20.5,28.999999999999996,19.999499999999998,487
Spring,2012,March,11,16,No,Weekend,Clear,20.5,31.0,23.9994,509
Spring,2012,March,11,17,No,Weekend,Clear,21.32,27.0,19.999499999999998,498
Spring,2012,March,11,18,No,Weekend,Clear,21.32,28.999999999999996,19.0012,389
Spring,2012,March,11,19,No,Weekend,Clear,20.5,31.0,19.0012,258
Spring,2012,March,11,20,No,Weekend,Clear,18.04,47.0,15.001299999999999,171
Spring,2012,March,11,21,No,Weekend,Clear,17.22,54.0,15.001299999999999,147
Spring,2012,March,11,22,No,Weekend,Clear,16.400000000000002,54.0,12.998,94
Spring,2012,March,11,23,No,Weekend,Clear,16.400000000000002,50.0,11.0014,52
Spring,2012,March,12,0,No,Workingday,Clear,15.58,54.0,12.998,24
Spring,2012,March,12,1,No,Workingday,Clear,15.58,50.0,8.9981,10
Spring,2012,March,12,2,No,Workingday,Clear,15.58,54.0,7.0015,9
Spring,2012,March,12,3,No,Workingday,Clear,14.76,50.0,8.9981,2
Spring,2012,March,12,4,No,Workingday,Clear,13.940000000000001,61.0,12.998,3
Spring,2012,March,12,5,No,Workingday,Clear,13.940000000000001,61.0,12.998,16
Spring,2012,March,12,6,No,Workingday,Clear,13.940000000000001,56.99999999999999,7.0015,88
Spring,2012,March,12,7,No,Workingday,Clear,13.940000000000001,53.0,7.0015,268
Spring,2012,March,12,8,No,Workingday,Clear,13.940000000000001,61.0,8.9981,564
Spring,2012,March,12,9,No,Workingday,Clear,15.58,54.0,11.0014,281
Spring,2012,March,12,10,No,Workingday,Clear,16.400000000000002,50.0,15.001299999999999,137
Spring,2012,March,12,11,No,Workingday,Clear,18.04,44.0,15.001299999999999,150
Spring,2012,March,12,12,No,Workingday,Clear,19.68,39.0,15.001299999999999,221
Spring,2012,March,12,13,No,Workingday,Cloudy,22.14,32.0,16.997899999999998,250
Spring,2012,March,12,14,No,Workingday,Cloudy,23.779999999999998,32.0,19.0012,221
Spring,2012,March,12,15,No,Workingday,Clear,22.96,40.0,8.9981,233
Spring,2012,March,12,16,No,Workingday,Clear,25.419999999999998,35.0,30.002599999999997,332
Spring,2012,March,12,17,No,Workingday,Cloudy,25.419999999999998,38.0,27.999299999999998,644
Spring,2012,March,12,18,No,Workingday,Cloudy,24.599999999999998,43.0,12.998,712
Spring,2012,March,12,19,No,Workingday,Cloudy,22.96,49.0,15.001299999999999,446
Spring,2012,March,12,20,No,Workingday,Cloudy,22.96,49.0,15.001299999999999,286
Spring,2012,March,12,21,No,Workingday,Cloudy,22.14,56.00000000000001,15.001299999999999,205
Spring,2012,March,12,22,No,Workingday,Cloudy,22.96,56.00000000000001,15.001299999999999,133
Spring,2012,March,12,23,No,Workingday,Clear,22.96,56.00000000000001,15.001299999999999,63
Spring,2012,March,13,0,No,Workingday,Cloudy,22.96,52.0,12.998,26
Spring,2012,March,13,1,No,Workingday,Cloudy,21.32,59.0,15.001299999999999,16
Spring,2012,March,13,2,No,Workingday,Light Rain,21.32,72.0,19.999499999999998,1
Spring,2012,March,13,3,No,Workingday,Light Rain,21.32,72.0,19.999499999999998,2
Spring,2012,March,13,4,No,Workingday,Cloudy,18.86,82.0,12.998,1
Spring,2012,March,13,5,No,Workingday,Cloudy,18.86,82.0,12.998,24
Spring,2012,March,13,6,No,Workingday,Light Rain,18.86,82.0,12.998,113
Spring,2012,March,13,7,No,Workingday,Cloudy,18.86,82.0,19.0012,308
Spring,2012,March,13,8,No,Workingday,Clear,18.86,82.0,19.0012,593
Spring,2012,March,13,9,No,Workingday,Clear,19.68,82.0,19.0012,342
Spring,2012,March,13,10,No,Workingday,Clear,21.32,77.0,15.001299999999999,143
Spring,2012,March,13,11,No,Workingday,Clear,22.14,73.0,19.0012,219
Spring,2012,March,13,12,No,Workingday,Clear,24.599999999999998,60.0,19.0012,244
Spring,2012,March,13,13,No,Workingday,Clear,24.599999999999998,60.0,26.0027,233
Spring,2012,March,13,14,No,Workingday,Clear,26.240000000000002,53.0,22.0028,212
Spring,2012,March,13,15,No,Workingday,Clear,28.7,39.0,15.001299999999999,264
Spring,2012,March,13,16,No,Workingday,Clear,29.52,34.0,26.0027,365
Spring,2012,March,13,17,No,Workingday,Clear,28.7,37.0,7.0015,676
Spring,2012,March,13,18,No,Workingday,Clear,28.7,34.0,19.999499999999998,734
Spring,2012,March,13,19,No,Workingday,Clear,26.240000000000002,47.0,15.001299999999999,479
Spring,2012,March,13,20,No,Workingday,Clear,24.599999999999998,49.0,11.0014,351
Spring,2012,March,13,21,No,Workingday,Clear,23.779999999999998,56.00000000000001,7.0015,244
Spring,2012,March,13,22,No,Workingday,Clear,22.96,60.0,6.0032,170
Spring,2012,March,13,23,No,Workingday,Clear,22.96,56.00000000000001,8.9981,87
Spring,2012,March,14,0,No,Workingday,Clear,22.14,60.0,7.0015,39
Spring,2012,March,14,1,No,Workingday,Clear,21.32,63.0,6.0032,27
Spring,2012,March,14,2,No,Workingday,Clear,20.5,68.0,12.998,2
Spring,2012,March,14,3,No,Workingday,Clear,19.68,72.0,12.998,4
Spring,2012,March,14,4,No,Workingday,Clear,19.68,67.0,6.0032,5
Spring,2012,March,14,5,No,Workingday,Clear,18.04,82.0,8.9981,27
Spring,2012,March,14,6,No,Workingday,Clear,18.04,82.0,6.0032,121
Spring,2012,March,14,7,No,Workingday,Clear,18.04,82.0,7.0015,368
Spring,2012,March,14,8,No,Workingday,Clear,18.04,82.0,0.0,662
Spring,2012,March,14,9,No,Workingday,Clear,21.32,68.0,0.0,351
Spring,2012,March,14,10,No,Workingday,Clear,22.96,56.00000000000001,7.0015,188
Spring,2012,March,14,11,No,Workingday,Cloudy,25.419999999999998,41.0,11.0014,220
Spring,2012,March,14,12,No,Workingday,Cloudy,26.240000000000002,28.999999999999996,0.0,267
Spring,2012,March,14,13,No,Workingday,Clear,27.060000000000002,27.0,15.001299999999999,254
Spring,2012,March,14,14,No,Workingday,Clear,28.7,23.0,22.0028,224
Spring,2012,March,14,15,No,Workingday,Clear,28.7,24.0,0.0,283
Spring,2012,March,14,16,No,Workingday,Clear,29.52,25.0,12.998,356
Spring,2012,March,14,17,No,Workingday,Clear,28.7,28.000000000000004,6.0032,782
Spring,2012,March,14,18,No,Workingday,Clear,28.7,32.0,0.0,749
Spring,2012,March,14,19,No,Workingday,Clear,26.240000000000002,33.0,11.0014,472
Spring,2012,March,14,20,No,Workingday,Clear,25.419999999999998,35.0,7.0015,330
Spring,2012,March,14,21,No,Workingday,Clear,24.599999999999998,40.0,6.0032,288
Spring,2012,March,14,22,No,Workingday,Clear,21.32,55.00000000000001,8.9981,202
Spring,2012,March,14,23,No,Workingday,Clear,22.96,43.0,11.0014,91
Spring,2012,March,15,0,No,Workingday,Clear,22.14,49.0,8.9981,60
Spring,2012,March,15,1,No,Workingday,Clear,20.5,59.0,7.0015,23
Spring,2012,March,15,2,No,Workingday,Clear,20.5,59.0,0.0,19
Spring,2012,March,15,3,No,Workingday,Clear,20.5,63.0,0.0,7
Spring,2012,March,15,4,No,Workingday,Clear,18.04,77.0,7.0015,14
Spring,2012,March,15,5,No,Workingday,Clear,18.86,67.0,0.0,26
Spring,2012,March,15,6,No,Workingday,Clear,18.04,72.0,6.0032,117
Spring,2012,March,15,7,No,Workingday,Clear,18.04,72.0,6.0032,381
Spring,2012,March,15,8,No,Workingday,Clear,18.04,77.0,7.0015,623
Spring,2012,March,15,9,No,Workingday,Clear,19.68,77.0,6.0032,315
Spring,2012,March,15,10,No,Workingday,Clear,21.32,68.0,7.0015,164
Spring,2012,March,15,11,No,Workingday,Clear,22.96,60.0,8.9981,211
Spring,2012,March,15,12,No,Workingday,Cloudy,25.419999999999998,50.0,8.9981,265
Spring,2012,March,15,13,No,Workingday,Cloudy,27.060000000000002,41.0,6.0032,273
Spring,2012,March,15,14,No,Workingday,Cloudy,29.52,30.0,7.0015,258
Spring,2012,March,15,15,No,Workingday,Clear,29.52,32.0,15.001299999999999,287
Spring,2012,March,15,16,No,Workingday,Clear,29.52,37.0,26.0027,426
Spring,2012,March,15,17,No,Workingday,Clear,28.7,39.0,16.997899999999998,713
Spring,2012,March,15,18,No,Workingday,Clear,27.060000000000002,44.0,19.0012,746
Spring,2012,March,15,19,No,Workingday,Cloudy,26.240000000000002,50.0,12.998,425
Spring,2012,March,15,20,No,Workingday,Cloudy,23.779999999999998,60.0,23.9994,330
Spring,2012,March,15,21,No,Workingday,Clear,22.14,68.0,19.0012,243
Spring,2012,March,15,22,No,Workingday,Clear,21.32,68.0,8.9981,169
Spring,2012,March,15,23,No,Workingday,Clear,19.68,72.0,12.998,97
Spring,2012,March,16,0,No,Workingday,Clear,18.04,77.0,16.997899999999998,57
Spring,2012,March,16,1,No,Workingday,Cloudy,17.22,82.0,22.0028,26
Spring,2012,March,16,2,No,Workingday,Cloudy,17.22,82.0,12.998,4
Spring,2012,March,16,3,No,Workingday,Cloudy,16.400000000000002,87.0,19.0012,3
Spring,2012,March,16,4,No,Workingday,Cloudy,16.400000000000002,87.0,16.997899999999998,3
Spring,2012,March,16,5,No,Workingday,Cloudy,16.400000000000002,87.0,15.001299999999999,32
Spring,2012,March,16,6,No,Workingday,Cloudy,16.400000000000002,87.0,11.0014,99
Spring,2012,March,16,7,No,Workingday,Cloudy,16.400000000000002,87.0,12.998,278
Spring,2012,March,16,8,No,Workingday,Cloudy,16.400000000000002,87.0,15.001299999999999,562
Spring,2012,March,16,9,No,Workingday,Cloudy,17.22,82.0,0.0,312
Spring,2012,March,16,10,No,Workingday,Cloudy,16.400000000000002,87.0,6.0032,180
Spring,2012,March,16,11,No,Workingday,Cloudy,18.04,77.0,0.0,207
Spring,2012,March,16,12,No,Workingday,Cloudy,18.04,82.0,8.9981,294
Spring,2012,March,16,13,No,Workingday,Cloudy,18.86,77.0,6.0032,260
Spring,2012,March,16,14,No,Workingday,Cloudy,19.68,72.0,0.0,202
Spring,2012,March,16,15,No,Workingday,Light Rain,18.86,82.0,7.0015,107
Spring,2012,March,16,16,No,Workingday,Light Rain,19.68,77.0,0.0,129
Spring,2012,March,16,17,No,Workingday,Light Rain,19.68,82.0,6.0032,258
Spring,2012,March,16,18,No,Workingday,Light Rain,19.68,82.0,6.0032,408
Spring,2012,March,16,19,No,Workingday,Cloudy,18.86,88.0,0.0,296
Spring,2012,March,16,20,No,Workingday,Clear,18.86,88.0,0.0,235
Spring,2012,March,16,21,No,Workingday,Cloudy,18.04,94.0,0.0,152
Spring,2012,March,16,22,No,Workingday,Cloudy,18.04,94.0,0.0,148
Spring,2012,March,16,23,No,Workingday,Cloudy,18.04,94.0,0.0,126
Spring,2012,March,17,0,No,Weekend,Cloudy,18.04,94.0,6.0032,100
Spring,2012,March,17,1,No,Weekend,Cloudy,18.04,94.0,0.0,69
Spring,2012,March,17,2,No,Weekend,Cloudy,18.04,88.0,0.0,42
Spring,2012,March,17,3,No,Weekend,Cloudy,18.04,88.0,0.0,26
Spring,2012,March,17,4,No,Weekend,Cloudy,17.22,94.0,0.0,2
Spring,2012,March,17,5,No,Weekend,Cloudy,17.22,94.0,6.0032,8
Spring,2012,March,17,6,No,Weekend,Cloudy,17.22,94.0,12.998,30
Spring,2012,March,17,7,No,Weekend,Cloudy,16.400000000000002,100.0,8.9981,86
Spring,2012,March,17,8,No,Weekend,Cloudy,17.22,94.0,7.0015,218
Spring,2012,March,17,9,No,Weekend,Cloudy,18.04,88.0,6.0032,321
Spring,2012,March,17,10,No,Weekend,Cloudy,20.5,77.0,6.0032,443
Spring,2012,March,17,11,No,Weekend,Cloudy,21.32,77.0,8.9981,585
Spring,2012,March,17,12,No,Weekend,Clear,22.96,68.0,11.0014,651
Spring,2012,March,17,13,No,Weekend,Clear,24.599999999999998,60.0,7.0015,686
Spring,2012,March,17,14,No,Weekend,Clear,25.419999999999998,53.0,6.0032,690
Spring,2012,March,17,15,No,Weekend,Clear,26.240000000000002,53.0,8.9981,679
Spring,2012,March,17,16,No,Weekend,Clear,26.240000000000002,50.0,0.0,685
Spring,2012,March,17,17,No,Weekend,Clear,26.240000000000002,50.0,8.9981,648
Spring,2012,March,17,18,No,Weekend,Clear,25.419999999999998,56.99999999999999,19.999499999999998,560
Spring,2012,March,17,19,No,Weekend,Clear,23.779999999999998,64.0,19.0012,417
Spring,2012,March,17,20,No,Weekend,Clear,22.96,64.0,12.998,271
Spring,2012,March,17,21,No,Weekend,Clear,22.14,68.0,11.0014,223
Spring,2012,March,17,22,No,Weekend,Clear,22.14,68.0,0.0,211
Spring,2012,March,17,23,No,Weekend,Clear,20.5,77.0,11.0014,185
Spring,2012,March,18,0,No,Weekend,Clear,18.86,88.0,12.998,107
Spring,2012,March,18,1,No,Weekend,Clear,18.86,82.0,8.9981,113
Spring,2012,March,18,2,No,Weekend,Cloudy,18.86,82.0,7.0015,56
Spring,2012,March,18,3,No,Weekend,Cloudy,18.04,88.0,8.9981,18
Spring,2012,March,18,4,No,Weekend,Cloudy,17.22,94.0,11.0014,14
Spring,2012,March,18,5,No,Weekend,Cloudy,16.400000000000002,94.0,7.0015,6
Spring,2012,March,18,6,No,Weekend,Cloudy,16.400000000000002,94.0,7.0015,11
Spring,2012,March,18,7,No,Weekend,Light Rain,17.22,88.0,11.0014,42
Spring,2012,March,18,8,No,Weekend,Cloudy,17.22,88.0,7.0015,96
Spring,2012,March,18,9,No,Weekend,Cloudy,17.22,88.0,6.0032,178
Spring,2012,March,18,10,No,Weekend,Cloudy,17.22,88.0,7.0015,351
Spring,2012,March,18,11,No,Weekend,Cloudy,18.04,82.0,11.0014,368
Spring,2012,March,18,12,No,Weekend,Cloudy,18.04,88.0,8.9981,503
Spring,2012,March,18,13,No,Weekend,Cloudy,18.86,82.0,11.0014,544
Spring,2012,March,18,14,No,Weekend,Cloudy,20.5,77.0,6.0032,521
Spring,2012,March,18,15,No,Weekend,Clear,22.14,68.0,6.0032,554
Spring,2012,March,18,16,No,Weekend,Clear,22.14,73.0,6.0032,541
Spring,2012,March,18,17,No,Weekend,Clear,22.96,64.0,6.0032,541
Spring,2012,March,18,18,No,Weekend,Clear,22.96,64.0,11.0014,459
Spring,2012,March,18,19,No,Weekend,Clear,22.96,64.0,11.0014,352
Spring,2012,March,18,20,No,Weekend,Clear,21.32,77.0,8.9981,198
Spring,2012,March,18,21,No,Weekend,Clear,21.32,72.0,6.0032,173
Spring,2012,March,18,22,No,Weekend,Clear,20.5,77.0,7.0015,100
Spring,2012,March,18,23,No,Weekend,Clear,19.68,82.0,11.0014,46
Spring,2012,March,19,0,No,Workingday,Clear,19.68,82.0,7.0015,23
Spring,2012,March,19,1,No,Workingday,Clear,18.86,88.0,7.0015,15
Spring,2012,March,19,2,No,Workingday,Clear,18.86,88.0,11.0014,8
Spring,2012,March,19,3,No,Workingday,Clear,18.86,88.0,6.0032,2
Spring,2012,March,19,4,No,Workingday,Clear,18.04,94.0,0.0,3
Spring,2012,March,19,5,No,Workingday,Clear,18.04,94.0,0.0,31
Spring,2012,March,19,6,No,Workingday,Clear,18.86,88.0,8.9981,120
Spring,2012,March,19,7,No,Workingday,Clear,18.86,88.0,12.998,354
Spring,2012,March,19,8,No,Workingday,Clear,18.86,88.0,7.0015,579
Spring,2012,March,19,9,No,Workingday,Clear,20.5,72.0,11.0014,331
Spring,2012,March,19,10,No,Workingday,Clear,21.32,72.0,8.9981,184
Spring,2012,March,19,11,No,Workingday,Clear,22.96,68.0,11.0014,201
Spring,2012,March,19,12,No,Workingday,Clear,24.599999999999998,64.0,16.997899999999998,282
Spring,2012,March,19,13,No,Workingday,Clear,25.419999999999998,61.0,16.997899999999998,263
Spring,2012,March,19,14,No,Workingday,Cloudy,26.240000000000002,56.99999999999999,12.998,260
Spring,2012,March,19,15,No,Workingday,Clear,26.240000000000002,56.99999999999999,15.001299999999999,286
Spring,2012,March,19,16,No,Workingday,Clear,27.060000000000002,50.0,15.001299999999999,385
Spring,2012,March,19,17,No,Workingday,Clear,26.240000000000002,53.0,15.001299999999999,721
Spring,2012,March,19,18,No,Workingday,Clear,26.240000000000002,56.99999999999999,16.997899999999998,801
Spring,2012,March,19,19,No,Workingday,Clear,25.419999999999998,61.0,15.001299999999999,549
Spring,2012,March,19,20,No,Workingday,Clear,24.599999999999998,64.0,15.001299999999999,330
Spring,2012,March,19,21,No,Workingday,Clear,24.599999999999998,64.0,11.0014,223
Spring,2012,March,19,22,No,Workingday,Cloudy,22.96,73.0,11.0014,148
Spring,2012,March,19,23,No,Workingday,Cloudy,22.96,78.0,8.9981,54
Spring,2012,March,20,0,No,Workingday,Cloudy,22.96,78.0,6.0032,29
Spring,2012,March,20,1,No,Workingday,Clear,22.14,88.0,0.0,15
Spring,2012,March,20,2,No,Workingday,Clear,22.14,88.0,6.0032,10
Spring,2012,March,20,3,No,Workingday,Cloudy,22.14,88.0,0.0,3
Spring,2012,March,20,4,No,Workingday,Cloudy,21.32,88.0,8.9981,6
Spring,2012,March,20,5,No,Workingday,Cloudy,21.32,94.0,0.0,20
